Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season
67.0,JaMychal Green,29.0,LAC,PF,13.0,0.0,222.0,13.7,0.67,0.418,0.164,6.5,18.3,12.3,4.5,0.4,1.3,7.8,12.6,0.5,0.2,0.7,0.146,0.6,0.9,1.5,0.2,,2019-20
68.0,Luka Dončić,20.0,DAL,PG,6.0,6.0,215.0,26.9,0.596,0.344,0.5,2.0,28.3,15.0,42.7,1.5,1.2,16.6,37.5,0.4,0.0,0.5,0.101,6.9,1.0,7.9,0.5,,2019-20
69.0,Danilo Gallinari,31.0,OKC,PF,7.0,7.0,212.0,12.7,0.569,0.468,0.38,2.6,15.7,9.4,5.5,1.1,0.6,14.0,21.8,0.1,0.3,0.3,0.07,-0.2,-0.5,-0.6,0.1,,2019-20
70.0,Austin Rivers,27.0,HOU,SG,12.0,0.0,211.0,5.4,0.427,0.574,0.213,1.0,15.6,7.9,11.1,1.6,0.5,10.7,15.9,-0.3,0.3,0.0,-0.001,-4.9,0.1,-4.8,-0.1,,2019-20
71.0,Steven Adams,26.0,OKC,C,7.0,7.0,210.0,16.3,0.584,0.019,0.385,17.6,22.6,20.2,7.1,0.9,1.2,20.8,15.8,0.2,0.3,0.5,0.109,0.6,-0.7,-0.1,0.1,,2019-20
72.0,Mason Plumlee,29.0,DEN,C,19.0,0.0,206.0,14.1,0.519,0.026,0.308,18.0,17.2,17.6,17.0,1.0,3.8,19.9,12.2,0.4,0.1,0.5,0.117,-1.3,0.2,-1.2,0.0,,2019-20
73.0,Tim Hardaway Jr.,27.0,DAL,SG,6.0,6.0,204.0,12.5,0.536,0.568,0.116,1.6,9.8,5.6,8.1,0.5,0.0,2.9,21.7,0.2,-0.1,0.0,0.007,0.8,-2.7,-1.8,0.0,,2019-20
74.0,Maxi Kleber,28.0,DAL,PF,6.0,6.0,203.0,7.1,0.452,0.667,0.308,5.3,15.8,10.5,5.5,0.5,3.0,8.3,10.2,0.0,-0.1,0.0,-0.009,-2.2,-1.1,-3.3,-0.1,,2019-20
75.0,Jordan Clarkson,27.0,UTA,SG,7.0,0.0,200.0,18.0,0.577,0.505,0.103,1.2,12.6,7.0,12.6,1.6,0.0,6.5,25.4,0.4,0.0,0.4,0.093,0.9,-0.9,0.0,0.1,,2019-20
76.0,CJ McCollum,28.0,POR,SG,5.0,5.0,196.0,14.9,0.534,0.354,0.222,2.7,12.9,7.8,14.6,1.4,0.9,12.1,26.3,0.0,0.1,0.1,0.021,2.4,-1.4,1.0,0.1,,2019-20
77.0,Dorian Finney-Smith,26.0,DAL,PF,6.0,6.0,191.0,12.4,0.563,0.577,0.096,6.8,12.7,9.7,13.4,1.7,1.4,14.2,14.2,0.2,0.0,0.2,0.044,0.6,0.6,1.2,0.2,,2019-20
78.0,Nikola Vučević,29.0,ORL,C,5.0,5.0,185.0,22.9,0.604,0.396,0.099,4.8,26.9,15.3,22.9,1.0,1.7,10.1,29.7,0.3,0.2,0.5,0.126,6.2,1.1,7.3,0.4,,2019-20
79.0,Marvin Williams,33.0,MIL,PF,10.0,0.0,179.0,13.7,0.569,0.489,0.064,7.7,21.3,14.4,7.1,1.3,1.8,5.8,12.3,0.3,0.3,0.5,0.139,0.8,2.0,2.9,0.2,,2019-20
80.0,Carmelo Anthony,35.0,POR,PF,5.0,5.0,176.0,8.4,0.512,0.279,0.206,0.6,14.4,7.5,9.1,1.3,1.0,14.9,20.6,-0.2,0.1,-0.1,-0.021,-2.3,-0.7,-2.9,0.0,,2019-20
81.0,Luguentz Dort,20.0,OKC,SF,6.0,6.0,175.0,4.4,0.454,0.658,0.197,3.1,9.8,6.6,5.7,0.5,4.2,15.4,24.0,-0.5,0.2,-0.3,-0.072,-4.9,0.0,-5.0,-0.1,,2019-20
82.0,Seth Curry,29.0,DAL,SG,6.0,0.0,173.0,14.1,0.697,0.396,0.094,1.2,5.8,3.5,6.8,1.6,0.0,12.7,15.7,0.3,-0.1,0.2,0.058,0.7,-0.8,-0.1,0.1,,2019-20
83.0,Pat Connaughton,27.0,MIL,SG,10.0,0.0,171.0,8.8,0.557,0.657,0.057,3.1,21.7,12.2,8.7,0.6,1.3,12.2,10.3,0.1,0.2,0.3,0.082,-1.6,1.3,-0.3,0.1,,2019-20
84.0,Evan Fournier,27.0,ORL,SF,5.0,5.0,171.0,8.9,0.496,0.614,0.298,1.7,10.7,6.0,11.6,1.6,1.8,12.2,18.3,-0.2,0.2,0.0,0.006,-1.5,-0.6,-2.1,0.0,,2019-20
85.0,Grant Williams,21.0,BOS,PF,17.0,0.0,170.0,10.6,0.773,0.654,0.385,4.8,12.1,8.6,5.0,0.6,2.9,11.6,9.0,0.4,0.2,0.6,0.165,-0.6,2.7,2.1,0.2,,2019-20
86.0,Reggie Jackson,29.0,LAC,PG,12.0,1.0,170.0,10.0,0.615,0.667,0.0,1.3,12.6,6.9,9.0,0.6,0.6,9.4,13.7,0.2,0.1,0.3,0.089,0.0,-0.2,-0.2,0.1,,2019-20
87.0,Patrick Beverley,31.0,LAC,PG,8.0,8.0,166.0,13.7,0.613,0.564,0.103,6.0,16.3,11.1,15.8,2.4,1.7,14.7,12.6,0.3,0.2,0.5,0.146,-1.1,3.6,2.5,0.2,,2019-20
88.0,Donte DiVincenzo,23.0,MIL,SG,10.0,1.0,165.0,12.4,0.552,0.412,0.392,5.1,15.9,10.4,10.6,2.0,2.0,14.3,18.2,0.1,0.2,0.3,0.088,-2.1,2.1,-0.1,0.1,,2019-20
89.0,Mike Conley,32.0,UTA,PG,5.0,5.0,165.0,26.3,0.672,0.531,0.344,2.2,7.7,5.0,25.0,2.5,0.6,6.4,22.3,0.8,0.0,0.9,0.255,6.8,2.4,9.2,0.5,,2019-20
90.0,Jusuf Nurkić,25.0,POR,C,5.0,5.0,161.0,15.7,0.529,0.193,0.404,9.1,25.0,17.0,17.8,2.0,0.6,16.2,20.7,0.1,0.2,0.3,0.077,0.9,0.2,1.1,0.1,,2019-20
91.0,Malcolm Brogdon,27.0,IND,PG,4.0,4.0,160.0,18.9,0.556,0.369,0.431,0.0,12.8,6.2,41.8,1.2,0.0,11.5,25.1,0.3,0.0,0.4,0.109,3.5,-0.8,2.6,0.2,,2019-20
92.0,Gordon Hayward,29.0,BOS,SF,5.0,1.0,157.0,11.0,0.504,0.48,0.16,2.2,11.7,7.2,13.5,2.2,1.3,11.6,17.2,0.0,0.3,0.2,0.076,-0.5,0.3,-0.1,0.1,,2019-20
93.0,Trey Burke,27.0,DAL,PG,6.0,3.0,156.0,15.6,0.584,0.288,0.169,1.4,12.0,6.6,11.5,2.4,1.1,8.6,19.1,0.2,0.0,0.2,0.05,-0.6,0.8,0.2,0.1,,2019-20
94.0,T.J. Warren,26.0,IND,SF,4.0,4.0,156.0,15.1,0.556,0.279,0.132,3.7,15.4,9.4,13.9,2.9,0.6,13.3,24.4,0.0,0.1,0.1,0.025,-0.4,0.0,-0.4,0.1,,2019-20
95.0,Gary Trent Jr.,21.0,POR,SF,5.0,1.0,153.0,5.8,0.499,0.533,0.156,3.4,3.5,3.4,2.9,1.2,0.0,9.4,14.5,0.0,0.0,0.0,-0.007,-2.1,-2.1,-4.2,-0.1,,2019-20
96.0,Robert Williams,22.0,BOS,C,13.0,0.0,149.0,19.8,0.713,0.032,0.194,17.3,21.0,19.2,10.6,1.0,4.0,17.2,12.2,0.4,0.3,0.7,0.221,1.7,1.6,3.3,0.2,,2019-20
97.0,Tobias Harris,27.0,PHI,PF,4.0,4.0,149.0,14.7,0.461,0.25,0.317,9.9,17.8,13.7,19.9,0.7,0.6,6.8,21.5,0.1,0.0,0.1,0.043,1.5,-1.0,0.5,0.1,,2019-20
98.0,Markelle Fultz,21.0,ORL,PG,5.0,5.0,147.0,8.2,0.476,0.267,0.117,0.0,8.1,3.8,28.9,1.6,2.1,17.1,22.1,-0.2,0.1,-0.1,-0.026,-3.5,-0.5,-3.9,-0.1,,2019-20
99.0,Myles Turner,23.0,IND,C,4.0,4.0,146.0,18.6,0.617,0.318,0.364,8.6,26.3,17.2,3.5,0.7,11.1,15.0,18.9,0.1,0.2,0.3,0.084,0.4,1.4,1.8,0.1,,2019-20
100.0,Joel Embiid,25.0,PHI,C,4.0,4.0,145.0,26.6,0.6,0.216,0.797,8.0,28.9,18.2,7.5,2.1,3.2,13.0,34.6,0.3,0.2,0.5,0.165,5.1,1.0,6.2,0.3,,2019-20
101.0,Gary Clark,25.0,ORL,SF,5.0,5.0,144.0,9.6,0.526,0.97,0.152,2.7,18.0,10.0,7.0,1.6,1.4,5.4,11.0,0.0,0.2,0.2,0.07,-0.2,1.1,0.9,0.1,,2019-20
102.0,Josh Richardson,26.0,PHI,SG,4.0,4.0,144.0,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,,2019-20
103.0,Damian Lillard,29.0,POR,PG,4.0,4.0,143.0,18.7,0.618,0.516,0.516,0.7,9.6,5.2,19.8,0.7,0.6,15.1,27.0,0.3,0.0,0.3,0.102,5.9,-1.5,4.5,0.2,,2019-20
104.0,Caris LeVert,25.0,BRK,SG,4.0,4.0,140.0,17.1,0.482,0.288,0.342,5.4,12.4,8.6,48.3,1.7,0.7,13.4,28.5,0.0,0.0,0.0,0.0,3.2,-0.7,2.6,0.2,,2019-20
105.0,Garrett Temple,33.0,BRK,SG,4.0,4.0,137.0,4.6,0.465,0.735,0.122,0.0,8.7,4.0,9.3,1.0,0.7,10.4,17.3,-0.2,-0.1,-0.3,-0.095,-4.2,-1.8,-6.1,-0.1,,2019-20
106.0,JaVale McGee,32.0,LAL,C,14.0,11.0,135.0,15.3,0.623,0.063,0.063,14.1,24.3,19.2,7.3,0.7,7.3,21.5,13.5,0.1,0.2,0.4,0.132,-2.6,1.6,-1.1,0.0,,2019-20
107.0,Terrence Ross,28.0,ORL,SG,5.0,0.0,135.0,13.9,0.584,0.469,0.219,0.7,16.8,8.4,6.7,1.4,0.8,10.2,24.7,0.0,0.1,0.1,0.046,-0.6,0.1,-0.4,0.1,,2019-20
108.0,Jarrett Allen,21.0,BRK,C,4.0,4.0,132.0,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,0.078,-0.3,0.3,-0.1,0.1,,2019-20
109.0,Justin Holiday,30.0,IND,SF,4.0,2.0,131.0,10.7,0.65,0.762,0.143,3.5,10.1,6.7,3.3,2.3,3.9,11.8,8.9,0.1,0.1,0.2,0.06,-0.2,1.3,1.1,0.1,,2019-20
110.0,Timothé Luwawu-Cabarrot,24.0,BRK,SF,4.0,3.0,131.0,6.5,0.498,0.661,0.203,0.7,11.6,5.8,7.6,1.1,0.0,11.1,22.7,-0.2,-0.1,-0.3,-0.093,-2.4,-2.2,-4.6,-0.1,,2019-20
111.0,Ben McLemore,26.0,HOU,SF,11.0,0.0,130.0,9.0,0.55,0.9,0.0,1.6,8.1,4.7,7.0,1.5,0.0,7.0,14.8,0.0,0.1,0.2,0.061,0.1,-0.7,-0.6,0.0,,2019-20
112.0,Al Horford,33.0,PHI,C,4.0,3.0,129.0,10.7,0.499,0.16,0.28,7.3,17.1,12.1,11.6,0.4,3.6,9.7,10.5,0.1,0.0,0.1,0.049,-1.8,0.4,-1.3,0.0,,2019-20
113.0,D.J. Augustin,32.0,ORL,PG,5.0,0.0,128.0,15.0,0.588,0.37,0.5,0.0,8.4,4.0,36.9,0.4,0.0,17.6,22.7,0.2,0.1,0.2,0.089,1.6,-1.7,0.0,0.1,,2019-20
114.0,Darius Bazley,19.0,OKC,PF,7.0,0.0,126.0,14.3,0.65,0.71,0.323,1.7,36.0,19.5,7.3,0.0,2.9,14.5,14.2,0.2,0.2,0.3,0.133,2.7,3.0,5.7,0.2,,2019-20
115.0,Shake Milton,23.0,PHI,SG,4.0,4.0,126.0,13.3,0.616,0.568,0.159,0.8,10.5,5.5,16.6,0.8,0.0,11.3,18.4,0.2,0.0,0.2,0.071,1.4,-0.2,1.3,0.1,,2019-20
116.0,PJ Dozier,23.0,DEN,SG,12.0,0.0,125.0,7.3,0.485,0.242,0.424,1.9,15.1,8.6,13.9,0.8,1.6,17.0,17.2,-0.1,0.0,0.0,-0.019,-3.9,-1.4,-5.3,-0.1,,2019-20
117.0,Victor Oladipo,27.0,IND,SG,4.0,4.0,123.0,12.8,0.563,0.589,0.286,0.0,12.7,6.2,14.0,3.6,0.0,18.2,28.8,-0.2,0.1,-0.1,-0.029,-1.4,0.7,-0.7,0.0,,2019-20
118.0,Semi Ojeleye,25.0,BOS,PF,13.0,0.0,122.0,1.6,0.364,0.821,0.071,1.9,8.8,5.5,1.1,1.2,0.0,3.3,10.9,-0.2,0.1,0.0,-0.006,-4.0,-0.1,-4.1,-0.1,,2019-20
119.0,Kyle Korver,38.0,MIL,SF,10.0,0.0,119.0,12.2,0.619,0.787,0.149,0.9,6.4,3.6,1.3,1.2,0.9,9.1,19.9,0.1,0.1,0.2,0.082,0.4,-0.4,0.0,0.1,,2019-20
120.0,James Ennis III,29.0,ORL,SG,5.0,5.0,119.0,6.9,0.449,0.457,0.257,4.9,20.9,12.5,7.5,1.9,1.7,13.3,16.1,-0.1,0.2,0.0,0.005,-4.4,0.9,-3.5,0.0,,2019-20
121.0,Georges Niang,26.0,UTA,PF,7.0,0.0,114.0,16.9,0.646,0.659,0.045,4.2,11.1,7.7,5.6,0.0,0.9,4.3,19.2,0.3,0.0,0.3,0.114,2.4,-2.1,0.3,0.1,,2019-20
122.0,Hassan Whiteside,30.0,POR,C,5.0,3.0,106.0,12.9,0.564,0.042,0.583,6.9,27.9,17.4,2.9,0.4,8.5,16.6,14.2,0.0,0.1,0.1,0.066,-1.9,0.8,-1.1,0.0,,2019-20
123.0,Enes Freedom,27.0,BOS,C,11.0,0.0,102.0,18.9,0.539,0.024,0.238,21.8,25.4,23.7,12.0,0.0,0.0,7.9,22.0,0.2,0.1,0.4,0.178,0.7,-1.9,-1.2,0.0,,2019-20
124.0,Derrick Jones Jr.,22.0,MIA,SF,15.0,0.0,97.0,13.4,0.573,0.529,0.294,7.4,6.9,7.1,10.4,3.1,5.1,9.4,9.9,0.1,0.1,0.3,0.135,-0.1,3.2,3.1,0.1,,2019-20
125.0,Nerlens Noel,25.0,OKC,C,7.0,0.0,97.0,9.8,0.491,0.059,0.588,5.6,25.0,15.6,4.6,1.0,6.3,8.5,10.4,0.0,0.2,0.2,0.099,-3.4,1.7,-1.6,0.0,,2019-20
126.0,Alec Burks,28.0,PHI,SG,4.0,0.0,95.0,9.4,0.397,0.327,0.184,7.7,9.3,8.5,14.1,0.5,3.0,5.4,25.7,-0.1,0.0,-0.1,-0.065,-0.8,-2.7,-3.5,0.0,,2019-20
127.0,Kristaps Porziņģis,24.0,DAL,C,3.0,3.0,94.0,26.0,0.708,0.425,0.575,3.4,27.1,15.1,3.3,0.0,2.8,5.6,24.3,0.4,0.0,0.4,0.205,6.2,-0.6,5.7,0.2,,2019-20
128.0,Tyler Johnson,27.0,BRK,SG,4.0,2.0,93.0,13.1,0.587,0.609,0.043,0.0,8.2,3.8,18.3,0.0,1.0,6.0,22.1,0.1,-0.1,0.0,0.006,1.9,-1.5,0.3,0.1,,2019-20
129.0,Khem Birch,27.0,ORL,C,5.0,0.0,89.0,11.6,0.637,0.0,0.786,9.9,19.4,14.4,11.3,0.5,0.0,21.0,11.4,0.2,0.1,0.2,0.121,-2.0,0.5,-1.4,0.0,,2019-20
130.0,Juwan Morgan,22.0,UTA,PF,7.0,2.0,86.0,5.4,0.342,0.833,0.5,8.3,20.0,14.3,7.4,1.2,0.0,6.4,8.5,0.0,0.0,0.0,0.016,-3.8,-0.3,-4.1,0.0,,2019-20
131.0,Matt Thomas,25.0,TOR,SG,10.0,0.0,84.0,15.6,0.738,0.571,0.0,1.3,17.1,9.0,12.9,0.6,1.3,4.5,11.5,0.2,0.1,0.3,0.196,1.7,1.3,2.9,0.1,,2019-20
132.0,Terence Davis,22.0,TOR,SG,6.0,0.0,84.0,14.0,0.67,0.655,0.241,2.5,14.4,8.3,13.2,0.6,0.0,15.8,20.0,0.1,0.1,0.2,0.14,-0.4,-0.8,-1.2,0.0,,2019-20
133.0,Boban Marjanović,31.0,DAL,C,6.0,0.0,82.0,19.8,0.604,0.033,0.3,7.9,39.1,23.3,9.3,0.0,2.1,8.1,19.4,0.2,0.0,0.2,0.11,1.9,-1.1,0.8,0.1,,2019-20
134.0,Anfernee Simons,20.0,POR,SG,4.0,0.0,82.0,10.5,0.471,0.538,0.231,1.3,12.9,7.1,17.8,3.4,0.0,12.3,16.6,0.0,0.1,0.1,0.034,0.1,0.8,0.9,0.1,,2019-20
135.0,Wes Iwundu,25.0,ORL,SF,5.0,0.0,76.0,6.6,0.446,0.35,0.4,1.3,14.2,7.4,7.6,1.8,2.7,11.3,14.9,-0.1,0.1,0.0,-0.006,-2.9,0.7,-2.1,0.0,,2019-20
136.0,J.R. Smith,34.0,LAL,SG,10.0,0.0,75.0,-3.7,0.385,0.846,0.0,0.0,4.7,2.4,5.3,1.3,0.0,21.2,19.2,-0.3,0.1,-0.2,-0.142,-9.6,-2.1,-11.7,-0.2,,2019-20
137.0,Matisse Thybulle,22.0,PHI,SG,4.0,1.0,75.0,4.1,0.5,0.571,0.0,1.4,8.8,5.0,4.1,2.0,1.2,22.2,5.2,0.0,0.0,0.0,-0.006,-4.5,1.5,-3.1,0.0,,2019-20
138.0,Aaron Holiday,23.0,IND,PG,4.0,2.0,72.0,16.0,0.668,0.429,0.238,1.6,6.7,4.1,23.4,2.8,0.0,14.7,17.4,0.1,0.0,0.2,0.108,0.2,1.4,1.6,0.1,,2019-20
139.0,Joe Harris,28.0,BRK,SF,2.0,2.0,72.0,12.7,0.666,0.522,0.174,2.6,27.1,14.0,4.7,0.6,0.0,10.8,15.9,0.1,0.0,0.0,0.03,0.4,0.0,0.4,0.0,,2019-20
140.0,Mario Hezonja,24.0,POR,PF,5.0,0.0,68.0,10.4,0.484,0.318,0.182,3.1,21.8,12.4,13.6,2.1,0.0,11.2,16.4,0.0,0.1,0.0,0.035,-1.1,0.8,-0.3,0.0,,2019-20
141.0,Chris Chiozza,24.0,BRK,PG,4.0,0.0,65.0,13.0,0.446,0.667,0.167,1.4,8.3,4.7,41.4,3.6,0.0,10.4,18.2,0.0,0.0,0.0,0.016,-0.2,1.5,1.3,0.1,,2019-20
142.0,Rodions Kurucs,21.0,BRK,PF,4.0,1.0,58.0,9.9,0.527,0.4,0.1,4.9,18.7,11.3,9.1,0.8,3.3,12.6,17.0,0.0,0.0,0.0,-0.036,-4.1,-0.3,-4.4,0.0,,2019-20
143.0,Michael Kidd-Gilchrist,26.0,DAL,PF,6.0,0.0,55.0,5.0,0.421,0.643,0.429,3.9,8.0,6.0,6.9,0.9,1.6,5.7,13.8,0.0,0.0,-0.1,-0.045,-3.6,-1.4,-5.0,0.0,,2019-20
144.0,Doug McDermott,28.0,IND,PF,4.0,0.0,54.0,-0.6,0.333,0.667,0.0,0.0,6.7,3.3,2.7,0.9,0.0,6.3,13.6,-0.2,0.0,-0.2,-0.142,-5.5,-4.4,-9.9,-0.1,,2019-20
145.0,Wenyen Gabriel,22.0,POR,PF,4.0,2.0,53.0,13.8,0.661,0.333,0.133,13.8,6.0,9.9,12.3,1.8,3.4,23.9,16.4,0.1,0.0,0.1,0.093,-1.6,2.0,0.4,0.0,,2019-20
146.0,Delon Wright,27.0,DAL,PG,4.0,0.0,53.0,13.6,0.656,0.2,0.5,2.0,4.2,3.1,17.6,4.4,0.0,29.1,14.0,0.0,0.0,0.0,0.03,-0.3,0.9,0.5,0.0,,2019-20
147.0,JaKarr Sampson,26.0,IND,PF,4.0,0.0,50.0,14.2,0.625,0.0,0.0,2.3,28.8,15.2,14.3,2.0,0.0,11.1,16.6,0.1,0.0,0.1,0.089,-2.7,1.9,-0.8,0.0,,2019-20
148.0,Tony Bradley,22.0,UTA,C,6.0,0.0,48.0,12.8,0.373,0.0,0.778,24.9,31.1,28.1,2.7,2.2,4.0,24.9,15.7,0.0,0.1,0.0,0.031,-3.7,-3.3,-7.0,-0.1,,2019-20
149.0,Romeo Langford,20.0,BOS,SG,7.0,0.0,46.0,2.7,0.46,0.2,0.2,0.0,7.0,3.7,6.2,1.1,0.0,15.5,12.5,-0.1,0.0,0.0,-0.009,-4.8,0.6,-4.2,0.0,,2019-20
150.0,Chris Boucher,27.0,TOR,C,7.0,0.0,43.0,4.3,0.35,0.455,0.091,7.4,23.1,15.0,3.2,0.0,5.0,8.0,12.8,-0.1,0.1,0.0,0.013,-5.0,-2.2,-7.2,-0.1,,2019-20
151.0,Solomon Hill,28.0,MIA,PF,7.0,0.0,42.0,12.4,0.667,0.667,0.0,2.8,15.9,9.6,10.8,1.2,0.0,0.0,9.7,0.1,0.0,0.1,0.147,0.2,2.3,2.5,0.0,,2019-20
152.0,Terrance Ferguson,21.0,OKC,SF,4.0,1.0,42.0,-1.4,0.273,0.909,0.0,2.6,7.2,5.0,3.4,1.1,0.0,8.3,12.3,-0.1,0.0,-0.1,-0.086,-6.8,-0.2,-7.0,-0.1,,2019-20
153.0,Jaylen Hoard,20.0,POR,PF,3.0,0.0,41.0,11.4,0.583,0.0,0.0,12.8,10.3,11.6,4.0,0.0,0.0,14.3,14.2,0.0,0.0,0.0,0.048,-0.8,-3.4,-4.2,0.0,,2019-20
154.0,Edmond Sumner,24.0,IND,SG,3.0,0.0,41.0,-1.4,0.381,0.429,0.286,2.8,14.6,8.6,0.0,0.0,0.0,20.2,11.1,-0.1,0.0,-0.1,-0.113,-9.6,-3.3,-12.9,-0.1,,2019-20
155.0,Furkan Korkmaz,22.0,PHI,SG,4.0,0.0,40.0,-4.6,0.163,0.857,0.714,0.0,16.6,8.1,7.2,1.3,0.0,17.9,12.2,-0.2,0.0,-0.2,-0.193,-9.8,-2.0,-11.8,-0.1,,2019-20
156.0,Rondae Hollis-Jefferson,25.0,TOR,PF,5.0,0.0,39.0,17.2,0.518,0.1,0.8,13.5,14.1,13.8,11.0,2.5,2.7,6.9,16.4,0.1,0.1,0.2,0.202,-1.3,0.5,-0.8,0.0,,2019-20
157.0,Džanan Musa,20.0,BRK,SF,3.0,0.0,39.0,4.1,0.408,0.545,1.273,2.4,5.6,3.9,14.6,0.0,2.5,14.9,21.3,-0.1,0.0,-0.1,-0.137,-5.8,-3.7,-9.5,-0.1,,2019-20
158.0,Dion Waiters,28.0,LAL,SG,5.0,0.0,38.0,4.4,0.388,0.333,0.167,0.0,6.2,3.1,7.0,1.3,2.6,7.2,15.9,-0.1,0.0,0.0,-0.022,-6.4,-1.0,-7.3,-0.1,,2019-20
159.0,Emmanuel Mudiay,23.0,UTA,PG,3.0,0.0,34.0,9.8,0.437,0.214,0.143,3.5,16.9,10.3,8.8,0.0,2.9,6.3,21.9,0.0,0.0,0.0,-0.043,-3.0,-3.6,-6.6,0.0,,2019-20
160.0,Jared Dudley,34.0,LAL,PF,9.0,0.0,31.0,-1.1,0.0,0.75,0.0,0.0,7.6,3.8,0.0,6.4,3.2,33.3,8.4,-0.1,0.1,-0.1,-0.106,-9.1,3.5,-5.5,0.0,,2019-20
161.0,Meyers Leonard,27.0,MIA,C,3.0,2.0,31.0,18.4,0.788,0.5,0.25,0.0,3.6,1.9,15.7,1.6,0.0,0.0,13.0,0.1,0.0,0.1,0.23,3.9,2.4,6.2,0.1,,2019-20
162.0,Troy Daniels,28.0,DEN,SG,6.0,0.0,30.0,17.7,0.621,0.5,0.167,4.0,7.9,6.0,11.0,0.0,0.0,0.0,19.6,0.1,0.0,0.1,0.141,3.6,-1.7,2.0,0.0,,2019-20
163.0,Justin Anderson,26.0,BRK,SG,3.0,0.0,28.0,20.6,0.69,0.917,0.333,0.0,31.0,14.4,18.6,0.0,3.4,12.7,23.2,0.1,0.0,0.1,0.112,5.1,2.0,7.0,0.1,,2019-20
164.0,T.J. McConnell,27.0,IND,PG,3.0,0.0,28.0,6.4,0.394,0.0,0.25,0.0,25.7,12.5,38.3,0.0,0.0,18.4,17.9,0.0,0.0,0.0,-0.056,-6.2,-2.9,-9.1,-0.1,,2019-20
165.0,Terance Mann,23.0,LAC,SF,13.0,0.0,27.0,1.0,0.4,0.4,0.0,0.0,29.3,14.5,4.8,1.8,0.0,28.6,11.4,-0.1,0.0,0.0,-0.06,-8.1,1.3,-6.8,0.0,,2019-20
166.0,Jeremiah Martin,23.0,BRK,PG,3.0,0.0,27.0,5.1,0.416,0.357,0.071,0.0,12.1,5.6,24.4,0.0,3.6,12.2,25.1,-0.1,0.0,-0.1,-0.157,-2.4,-4.4,-6.9,0.0,,2019-20
167.0,Raul Neto,27.0,PHI,PG,2.0,0.0,26.0,8.9,0.444,0.556,0.0,0.0,12.7,6.2,20.0,1.9,0.0,10.0,16.8,0.0,0.0,0.0,-0.018,-0.1,-1.5,-1.6,0.0,,2019-20
168.0,Hamidou Diallo,21.0,OKC,SF,3.0,0.0,25.0,13.8,0.462,0.455,0.636,8.7,16.1,12.6,6.7,0.0,9.8,12.4,27.7,0.0,0.0,0.0,-0.005,0.6,-0.3,0.3,0.0,,2019-20
169.0,Abdel Nader,26.0,OKC,SF,3.0,0.0,25.0,3.5,0.254,0.714,0.286,4.3,8.1,6.3,0.0,1.9,9.8,0.0,13.6,-0.1,0.0,0.0,-0.044,-3.1,1.4,-1.7,0.0,,2019-20
170.0,Quinn Cook,26.0,LAL,PG,6.0,0.0,24.0,18.6,0.623,0.4,0.1,0.0,4.9,2.5,32.2,0.0,0.0,8.7,20.8,0.1,0.0,0.1,0.186,3.5,-0.4,3.1,0.0,,2019-20
171.0,Keita Bates-Diop,24.0,DEN,SF,5.0,0.0,24.0,5.7,0.255,0.0,0.4,15.0,14.8,14.9,5.5,0.0,0.0,0.0,11.2,0.0,0.0,0.0,-0.031,-2.0,-4.7,-6.8,0.0,,2019-20
172.0,Ersan İlyasova,32.0,MIL,PF,3.0,0.0,23.0,7.4,0.455,0.556,0.222,0.0,19.0,9.3,0.0,4.2,0.0,9.2,20.4,0.0,0.0,0.0,0.006,-5.9,1.1,-4.8,0.0,,2019-20
173.0,Bol Bol,20.0,DEN,PF,4.0,0.0,21.0,42.6,0.759,0.333,0.889,17.1,11.3,14.2,0.0,4.9,9.3,13.8,31.5,0.1,0.0,0.2,0.379,13.6,4.0,17.6,0.1,,2019-20
174.0,Jaylen Adams,23.0,POR,PG,3.0,0.0,21.0,7.7,0.333,0.444,0.0,5.0,10.1,7.5,14.9,2.2,0.0,0.0,17.9,0.0,0.0,0.0,-0.051,-3.6,-2.6,-6.1,0.0,,2019-20
175.0,Robin Lopez,31.0,MIL,C,3.0,0.0,21.0,10.0,0.75,0.0,0.0,0.0,20.8,10.2,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.1,0.118,-2.3,1.1,-1.2,0.0,,2019-20
176.0,Mike Scott,31.0,PHI,PF,4.0,0.0,20.0,12.6,0.444,0.4,0.8,10.5,33.1,21.5,7.8,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.092,-1.2,-0.9,-2.2,0.0,,2019-20
177.0,Donta Hall,22.0,BRK,C,3.0,0.0,20.0,14.2,0.518,0.0,0.8,14.1,10.8,12.6,0.0,0.0,9.6,12.9,16.0,0.0,0.0,0.0,-0.011,-2.5,-3.1,-5.6,0.0,,2019-20
